id,slug,sources,verdict_mini,confidence_mini,verdict_4o,confidence_4o,final_verdict,unsupported_count,contradicted_count,reasoning,wiki_url,ol_id
3164,lumberjanes-out-of-time,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description aligns well with the source material, confirming the main themes and setting of the story. While some thematic details are not explicitly mentioned in the source, they are consistent with the overall narrative of the series.",https://en.wikipedia.org/wiki/Lumberjanes,
3168,lumberjanes-stone-cold,Wikipedia,VERIFIED,high,,,VERIFIED,0,0,"The AI description accurately reflects the themes and setting of the Lumberjanes series as described in the source, with no contradictions or unsupported claims.",https://en.wikipedia.org/wiki/Lumberjanes,
3190,mooncakes,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3184,meet-cute-some-people-are-destined-to-meet,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3178,marleys-pride,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL37936705W
3182,me-and-white-supremacy-combat-racism-change-the-world-and-become-a-good-ancestor,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main themes and structure of the book as confirmed by the source. There are no contradictions, and while some claims are not explicitly mentioned in the source, they align well with the book's overall message.",https://en.wikipedia.org/wiki/Me_and_White_Supremacy,
3194,my-dad-thinks-im-a-boy-a-trans-positive-childrens-book,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3192,most-ardently-a-pride-prejudice-remix,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3195,my-own-way-celebrating-gender-freedom-for-kids,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3202,not-my-idea-a-book-about-whiteness,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3203,omg-queer-short-stories-by-queer-youth,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3206,orlando-a-biography,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3218,prejudice-a-young-activists-guide,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3180,masculinity-in-the-twenty-first-century,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL28383885W
3211,pageboy,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,0,1,"The source describes a hairstyle called 'pageboy,' while the AI description refers to a memoir by Elliot Page, indicating a mismatch in the subject matter.",https://en.wikipedia.org/wiki/Pageboy,
3219,pride-celebrating-diversity-and-community,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3208,other-please-specify-queer-methods-in-sociology,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,0,1,"The source describes a different work about Over Compton, which is unrelated to the book mentioned in the AI description.",https://en.wikipedia.org/wiki/Over_Compton,
3220,pride-the-celebration-and-the-struggle,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3223,rachel-levine,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3224,racial-bias-is-change-possible,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3236,rise-up-how-you-can-join-the-fight-against-white-supremacy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3239,saint-junipers-folly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3240,salt-the-water,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3221,privilege-in-america,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL28396097W
3242,shes-my-dad-a-story-for-children-who-have-a-transgender-parent-or-relative,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3245,skate-for-your-life,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3246,smashing-the-stereotypes-what-does-it-mean-to-be-gay-lesbian-bisexual-or-transgender,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3252,stand-up-and-speak-out-against-racism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3255,sylvia-and-marsha-start-a-revolution-the-story-of-the-trans-women-of-color-who-made-lgbtq-history,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3254,stay-up-racism-resistance-and-reclaiming-black-freedom,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3262,the-antiracist-kitchen-21-stories-and-recipes,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3266,the-day-changes-everything,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3269,the-divide-american-injustice-in-the-age-of-the-wealth-gap,Wikipedia,VERIFIED,high,,,VERIFIED,0,0,"The AI-written description accurately reflects the main themes and arguments of the book as described in the source, with no contradictions or unsupported claims.",https://en.wikipedia.org/wiki/The_Divide%3A_American_Injustice_in_the_Age_of_the_Wealth_Gap,
3273,the-feminism-book,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3279,the-kilroys-list-97-monologues-and-scenes-by-female-and-trans-playwrights,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3264,the-bride-was-a-boy,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main themes and content of the manga as described in the source, with no contradictions found. Some details are not explicitly mentioned in the source but are reasonable interpretations of the work.",https://en.wikipedia.org/wiki/The_Bride_Was_a_Boy,
3256,taking-sides-clashing-views-in-gender,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL283197W
3287,the-science-of-identity,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3302,transgender-activists-and-celebrities,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3300,trans-teen-survival-guide,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3280,the-madness-of-crowds-gender-race-and-identity,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and critiques presented in the source, with no contradictions found. One claim about personal anecdotes and implications on freedom of speech is not explicitly covered in the source.",https://en.wikipedia.org/wiki/The_Madness_of_Crowds%3A_Gender%2C_Race_and_Identity,
3305,transphobia-deal-with-it-and-be-a-gender-transcender,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3306,true-you-a-gender-joumey,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3309,uncomfortable-conversations-with-a-black-man,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3310,under-the-skin-the-hidden-toll-of-racism-on-american-lives-and-on-the-health-of-our-nation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3304,transparent-love-family-and-living-with-t-with-transgender-teenagers,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3312,upstaged,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3314,wandering-son-vol-5,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3315,wandering-son-vol-6,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3318,we-are-here-visionaries-of-color-transforming-the-art-world,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3316,wandering-son-vol-7,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3325,what-is-anti-racism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3327,what-is-the-black-lives-matter-movement,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3330,what-we-see-women-and-nonbinary-perspectives-through-the-lens,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3328,what-is-white-privilege,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3340,white-rage-the-unspoken-truth-of-our-racial-divide,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3339,white-privilege-unmarked,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3342,whv-i-m-no-longer-talking-to-while-people-about-race,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3344,with-honor-and-integrity-transgender-troops-in-their-own-words,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3345,woke-a-young-poets-call-to-justice,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3348,you-ology-a-puberty-guide-for-every-body,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3349,your-rights-as-an-lgbtq-teen,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3352,annies-baby-the-diary-of-anonymous-a-pregnant-teenager,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3355,gay-power-the-stonewall-riots-and-the-gay-rights-movememnt-1969,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3356,how-can-teen-pregnancy-be-reduced,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3358,human-trafficking,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3362,mixed-messages-interpreting-body-image-and-social-norms,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3367,teenage-sex-and-pregnancy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3370,blue-is-the-warmest-color,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3372,cantarella-vol-2,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3376,cantarella-vol-6,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3377,cantarella-vol-7,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3396,dragon-ball-vol-8,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3398,girls-on-the-verge,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3400,inuyasha-vol-1,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3402,locke-and-key-vol-5-clockworks,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3394,dragon-ball-vol-6,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL5753045W
3403,locke-and-key-vol-6-alpha-and-omega,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3404,monstress-vol-2-the-blood,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3405,naruto-vol-1-uzumaki-naruto,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3408,the-merciless,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3411,theres-going-to-be-a-baby,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3413,21st-century-science-medicine,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3409,the-walking-dead-a-continuing-story-of-survival-horror-book-10,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3417,a-raisin-in-the-sun,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3418,a-soaring-spirit-timeframe-600-400-bc,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3420,abortion-violence-extremism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3422,africa,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3426,age-of-god-kings-timeframe-3000-1500-bc,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3434,allegiant,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3442,an-album-of-the-vietnam-war,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3446,ancient-greece,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3452,anicent-incas,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3454,animal-farm-a-fairy-story,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3414,a-heros-guide-to-warriors,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,1,2,"The AI description introduces specific plot elements and character details that are not supported by the source, which only mentions traveling through time with warriors, indicating a significant mismatch in content.",,OL17843823W
3460,art-and-culture-of-the-renaissance-world,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3456,ark-angel,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3466,auschwitz-bergen-belsan-treblinka-the-holocaust-camps,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3464,at-first-sight,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3474,because-im-worth-it,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3476,between-shades-of-gray,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3482,black-and-white,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3490,bound,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3462,art-of-the-ancient-mediterranean-world,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL34581526W
3494,brewster,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3496,brown-girl-dreaming,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3498,busted,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3492,boy-v-girl-how-gender-shapes-who-we-are-what-we-want-and-how-we-get-along,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL18153988W
3508,case-histories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3512,charcoal-pastels,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3514,cherokee-rose,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3472,aztec-inca-maya,OpenLibrary,VERIFIED,high,,,VERIFIED,2,0,"The AI description aligns well with the source text, confirming the focus on the Aztec, Inca, and Maya peoples and their cultures. However, some specific themes and the educational significance mentioned in the AI description are not covered in the source.",,OL3915966W
3516,chicken-noodle-soup-for-the-teenage-soul-the-real-deal-challenges-stories-about-disses-losses-messes-stresses-more,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3522,child-abuse,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3518,chicken-soup-for-the-preteen-soul-stories-of-changes-choices-and-growing-up-for-kids-ages-9-13,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3534,civil-war,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3530,choices-making-right-decisions-in-a-complex-world,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3536,claywork-form-and-idea-in-ceramic-design,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3544,coping-with-a-drug-abusing-parent,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3548,costume,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3546,coping-with-weapons-and-violence-in-school-and-on-your-streets,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3526,children-of-blood-and-bone,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main themes and plot points of the book as confirmed by the source. While it includes additional interpretations and significance that are not explicitly stated in the source, these claims do not contradict the source material.",https://en.wikipedia.org/wiki/Children_of_Blood_and_Bone,
3552,crimes-against-children-child-abuse-and-neglect,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3558,crisis-in-black-and-white,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3560,crossed,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3568,cyclops,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3570,daulaires-book-of-greek-myths,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3566,cursed,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3574,darfur-african-genocide,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3562,cryptid-hunters,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,2,1,"The AI description incorrectly states that the adventure takes place in the Amazon rainforest, while the source specifies that the twins are sent to an island off the coast of Washington state. Other claims about themes and significance are not covered in the source.",https://en.wikipedia.org/wiki/Cryptid_Hunters,
3579,the-battle-for-peace,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3564,curse-of-the-blue-tattoo-being-an-account-of-the-misadventures-of-jacky-faber-midshipman-and-fine-lady,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main elements of the book, including the protagonist and the historical context. While some claims about themes are not explicitly mentioned in the source, they align well with the overall narrative.",https://en.wikipedia.org/wiki/Curse_of_the_Blue_Tattoo,
3578,can-the-palestinian-problem-be-solved,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3580,studies-in-the-history-of-palestine-during-the-middle-ages,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3581,at-the-end-of-the-night,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3582,selected-poems-mahmud-darwish,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3583,the-non-jewish-jew,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3584,i-accuse-roger-delorus,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3585,watergate-adnan-al-maluhi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3586,afghanistan-the-revolution,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3588,gush-emunim-the-true-face-of-zionism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3591,tolstoy-henri-troyat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3589,hamlet,Wikipedia,VERIFIED,high,,,VERIFIED,0,0,"All major claims in the AI-written description are supported by the source text, with no contradictions or absent claims.",https://en.wikipedia.org/wiki/Hamlet,
3593,august-1914,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3590,the-story-of-mankind,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the key details about the book, including the author, publication year, and Newbery Medal award. The claim about its popularity is not explicitly mentioned in the source but does not contradict it.",https://en.wikipedia.org/wiki/The_Story_of_Mankind,
3587,the-lover-ghassan-kanafani,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,1,3,"The AI description incorrectly identifies the work as a novella rather than a collection of three novels, and it introduces specific plot elements and themes not covered in the source.",https://en.wikipedia.org/wiki/The_Lover_(Kanafani_novel),
3597,virgin-ground-upturned,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3594,the-lord-of-the-rings,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,0,2,"The AI description incorrectly refers to the work as a trilogy and provides an inaccurate publication date, which contradicts the source information.",https://en.wikipedia.org/wiki/The_Lord_of_the_Rings,
3598,the-young-guardia,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3600,date-violence,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3596,and-quiet-flows-the-don,Wikipedia,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main themes and characters of the novel as confirmed by the source. The only claim not explicitly supported is the specific phrasing about the portrayal of the human spirit, which is a subjective interpretation not directly stated in the source.",https://en.wikipedia.org/wiki/And_Quiet_Flows_the_Don,
3608,desert-angel,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3610,divergent,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3612,do-you-dream-of-terr-two,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3595,the-sea-wolf,Wikipedia|OpenLibrary,VERIFIED,high,,,VERIFIED,1,0,"The AI description accurately reflects the main elements of the novel as confirmed by the source, including the characters and themes. The claim about Van Weyden being forced to serve as crew is not explicitly mentioned in the source but is implied by the context of the story.",https://en.wikipedia.org/wiki/The_Sea-Wolf,OL144824W
3624,drug-use-on-your-streets,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3626,drugs-and-crime,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3628,drugs-and-sports,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3632,drugs-and-your-parents,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3602,david-della,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,2,1,"The AI description introduces themes and character dynamics not supported by the source, which emphasizes David's relationship with a specific character, Della, rather than broader themes of love and friendship.",,OL15842349W
3636,early-humans-discover-how-the-worlds-first-people-lived,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3640,economy-and-industry-in-ancient-rome,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3644,empires-ascendant-timeframe-400-bc-ad-200,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3630,drugs-and-the-family,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL12081244W
3648,european-art-since-1850,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3654,everybody-sees-the-ants,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3660,explorers,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3664,extras,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3650,european-art-to-1850,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL2881314W
3666,faceless,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3670,far-eastern-art,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3672,farm-team,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3676,fight-for-freedom-the-american-revolutionary-war,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3678,firefight,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3680,firehorse,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3682,first-facts-about-the-ancient-egyptians,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3684,first-facts-about-the-ancient-greeks,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3686,first-facts-about-the-ancient-romans,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3696,founders-of-faith,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3700,free-to-be-me-an-lgbtq-journal-of-love-pride-and-finding-your-inner-rainbow,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3708,getting-it,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3712,gladiator,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3716,gods-images-the-bible-a-new-vision,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3690,flight-of-the-raven,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,1,1,"The AI description describes a different protagonist and storyline than what is presented in the source, which focuses on a nine-year-old boy with mental powers and a hostage situation.",,OL98344W
3688,first-french-kiss-and-other-traumas,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,3,1,"The AI description introduces specific themes and settings that are not mentioned in the source, leading to a contradiction regarding the nature of the stories and their context.",,OL492705W
3698,freaky-green-eyes,OpenLibrary,CONTRADICTED,high,,,CONTRADICTED,2,1,"The AI description introduces a focus on Frankie's relationship with her father and themes not explicitly mentioned in the source, leading to a contradiction regarding the emphasis of familial tensions.",,OL14958234W
3738,hecate,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3714,glass-sword,Wikipedia,NEEDS_REVIEW,medium,NEEDS_REVIEW,medium,NEEDS_REVIEW,5,0,"The source confirms the sequel relationship and Mare's struggle with identity and powers, but lacks details on the plot and themes specific to ""Glass Sword.""",https://en.wikipedia.org/wiki/Red_Queen_(novel),
3724,greece-temples-tombs-treasures,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3748,hitlers-last-days-the-death-of-the-nazi-regime-and-the-worlds-most-notorious-dictator,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3750,home-life-in-ancient-egypt,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3756,how-our-muscles-work,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3764,international-terrorism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3758,how-to-make-a-mummy-talk,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3746,hitler-youth-growing-up-in-hitlers-shadow,Wikipedia,VERIFIED,high,,,VERIFIED,2,0,"The AI description accurately reflects the main themes and focus of the book as confirmed by the source. There are no contradictions, and while some claims are not explicitly mentioned in the source, they align well with the overall content.",https://en.wikipedia.org/wiki/Hitler_Youth%3A_Growing_Up_in_Hitler's_Shadow,
3770,jealousy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3780,kent-state,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3774,john-hedgecoes-new-book-of-photography,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3766,islam-signs-symbols-and-stories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3790,krishna-and-hindusm,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3798,liberation-teens-in-the-concentration-camps-and-the-teen-soldiers-who-liberated-them,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3802,life-during-the-great-civilizations-ancient-greece,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
3768,jack,Wikipedia,CONTRADICTED,high,,,CONTRADICTED,3,2,"While the AI description captures some themes of the novel, it introduces claims about contemporary America and modern life that are not supported by the source. Additionally, the source focuses more on specific plot points and character dynamics rather than broader thematic explorations.",https://en.wikipedia.org/wiki/Jack_(Homes_novel),
